BrooksAlive,BknightsAlive,BbishopsAlive,BqueenAlive,BkingAlive,BpawnsAlive,WrooksAlive,WknightsAlive,WbishopsAlive,WqueenAlive,WkingAlive,WpawnsAlive,BrooksVulner,BknightsVulner,BbishopsVulner,BqueenVulner,BkingVulner,BpawnsVulner,WrooksVulner,WknightsVulner,WbishopsVulner,WqueenVulner,WkingVulner,WpawnsVulner,BrooksDefense,BknightsDefense,BbishopsDefense,BqueenDefense,BkingDefense,BpawnsDefense,WrooksDefense,WknightsDefense,WbishopsDefense,WqueenDefense,WkingDefense,WpawnsDefense,BrooksDirection,BknightsDirection,BbishopsDirection,BqueenDirection,BkingDirection,BpawnsDirection,WrooksDirection,WknightsDirection,WbishopsDirection,WqueenDirection,WkingDirection,WpawnsDirection,Bsafe,Wsafe,PSTscore,move_score_int
2,1,1,1,1,7,2,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,2,2,3,2,3,4,4,1,4,1,3,14,17,60,51
2,1,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,4,2,3,4,4,1,4,1,2,15,15,8,60
2,1,1,1,1,6,2,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4,2,2,3,2,2,4,3,2,4,1,3,12,17,45,54
2,1,1,1,1,6,2,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,4,3,2,3,2,4,2,2,1,3,1,2,15,10,45,46
2,1,1,1,1,6,2,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,4,3,2,2,2,4,2,3,1,3,1,2,15,11,55,70
2,1,1,1,1,6,2,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,4,3,2,3,2,2,4,3,3,4,1,3,14,17,55,62
2,1,1,1,1,6,2,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,2,1,2,4,2,3,4,1,3,4,1,3,11,17,40,35
2,1,1,1,1,6,2,1,1,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,4,2,3,2,3,0,1,3,0,1,3,14,11,40,54
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,1,1,1,8,11,16,50,26
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,6,0,4,1,1,1,6,11,11,0,44
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,6,1,2,1,1,1,5,11,11,50,26
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,5,1,4,1,1,1,5,11,11,0,18
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,4,1,6,2,2,2,4,9,12,50,14
2,2,2,1,1,8,2,2,2,1,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,5,1,1,1,1,1,3,12,9,15,34
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,1,1,3,1,4,1,1,1,4,9,11,50,36
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,2,1,4,1,1,1,4,8,11,25,31
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,4,1,2,1,1,1,3,12,10,15,37
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,2,4,1,2,1,1,1,1,12,7,-10,35
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,2,2,2,4,1,2,1,1,2,1,12,7,40,42
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,3,1,6,2,2,3,4,9,12,45,52
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,3,1,6,2,3,1,4,9,12,75,55
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,1,1,1,8,11,16,50,26
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,6,0,4,1,1,1,7,12,13,0,51
2,2,2,1,1,7,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,0,4,1,1,1,6,11,15,27,68
2,2,2,1,1,7,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,3,0,4,1,1,1,6,11,14,-23,57
2,2,2,1,1,7,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,0,5,2,2,2,5,7,14,27,65
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,5,0,4,2,2,2,4,10,11,-10,77
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,5,1,7,2,2,2,3,11,11,40,48
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,1,4,1,7,2,2,2,3,11,11,55,93
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,1,4,1,7,3,1,2,3,11,11,95,61
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,2,4,1,6,3,1,2,3,11,11,50,63
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,3,1,2,5,1,6,3,2,2,4,12,11,40,63
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,2,4,1,7,3,2,2,4,11,14,55,58
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,2,4,2,7,3,2,2,4,11,14,105,53
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,2,1,4,2,7,3,2,2,4,11,14,75,46
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,2,1,4,2,7,2,3,1,4,11,14,105,69
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,1,3,2,7,2,3,1,4,11,13,55,29
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,2,1,3,2,7,3,4,1,4,11,13,105,30
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,5,4,3,1,3,2,7,3,4,1,4,12,13,60,27
2,2,2,1,1,7,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,2,5,4,3,1,2,2,7,3,4,1,4,11,13,62,-2
2,2,2,1,1,7,2,1,2,1,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,5,2,6,3,3,1,2,2,2,3,4,1,5,12,13,52,12
2,2,1,1,1,7,2,1,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,2,6,2,3,1,2,2,4,5,5,1,5,11,16,67,-11
2,2,1,1,1,7,2,1,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,2,3,2,3,1,2,2,4,5,5,1,5,10,16,57,0
2,1,1,1,1,7,2,1,2,1,1,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,2,1,3,3,1,3,2,5,4,5,1,5,11,18,52,-17
2,1,1,1,1,7,2,1,1,1,1,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,2,3,3,3,1,4,1,5,2,3,1,5,13,16,52,24
2,0,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,0,2,3,1,2,2,6,2,6,1,5,10,20,62,5
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,2,3,1,1,2,5,0,6,1,3,13,18,72,15
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,2,3,1,1,3,6,0,6,1,3,13,19,72,16
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,2,4,1,1,3,5,0,5,1,2,13,17,72,31
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,2,4,1,1,4,4,0,5,1,2,13,17,72,44
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,3,0,3,3,1,3,4,3,0,3,1,2,15,12,72,25
2,0,1,0,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,2,0,1,1,4,5,0,4,1,4,10,20,72,18
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,1,2,4,4,0,0,1,4,17,18,67,20
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,1,2,3,5,0,0,1,4,17,18,67,27
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,4,0,2,2,3,5,0,0,1,4,17,18,67,26
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,4,0,2,2,5,4,0,0,2,4,17,18,67,18
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,3,0,2,2,5,4,0,0,2,4,17,18,67,14
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,3,0,2,2,4,5,0,0,2,4,17,18,67,18
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,3,0,2,2,4,5,0,0,2,4,17,18,67,20
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,3,0,2,2,4,5,0,0,3,3,15,18,57,10
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,2,2,4,6,0,0,3,4,15,19,57,2
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,2,2,4,6,0,0,7,4,15,19,87,7
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,0,3,0,3,2,4,6,0,0,7,4,16,19,62,22
2,0,1,0,1,7,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,0,3,0,3,2,4,6,0,0,7,4,16,19,47,-28
2,0,1,0,1,7,2,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0,4,1,4,0,0,0,7,3,17,16,37,-26
2,0,0,0,1,7,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,4,0,6,0,0,0,7,4,17,21,42,-30
2,0,0,0,1,7,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,4,1,6,0,0,0,7,4,18,21,62,-34
2,0,0,0,1,7,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,4,1,6,0,0,0,5,4,18,21,92,-29
2,0,0,0,1,7,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,4,1,6,0,0,0,5,4,19,21,40,-28
2,0,0,0,1,6,2,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,4,1,7,0,0,0,5,4,18,22,92,-49
2,0,0,0,1,6,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,4,1,5,0,0,0,3,4,20,20,65,-55
1,0,0,0,1,6,2,0,0,0,1,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,5,0,0,0,6,4,16,23,65,-51
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,3,4,21,19,65,-50
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,1,2,0,0,0,4,4,21,19,55,-82
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,2,2,0,0,0,4,4,21,19,25,-74
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,2,2,0,0,0,4,4,21,19,25,-83
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,2,2,0,0,0,4,4,21,19,30,-77
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,2,2,0,0,0,4,3,21,19,0,-92
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,7,2,1,0,0,0,4,1,22,16,0,-72
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,2,1,0,0,0,4,2,22,16,30,-105
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,2,1,0,0,0,3,0,23,14,25,-99
1,0,0,0,1,6,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,2,1,0,0,0,3,0,23,14,35,-106
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,2,2,0,0,0,3,2,22,17,35,-93
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,2,2,0,0,0,3,2,22,17,25,-129
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,7,2,3,0,0,0,3,2,22,21,25,-79
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,7,2,3,0,0,0,6,2,22,21,5,-87
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,5,2,3,0,0,0,6,2,22,21,-25,-63
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,5,3,4,0,0,0,6,2,22,21,-25,-66
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,3,0,0,0,6,1,19,18,-25,-23
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,3,0,0,0,6,1,17,19,-25,-34
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,0,0,0,4,1,18,15,-25,-47
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,0,4,1,17,15,-20,-37
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,0,16,15,20,-49
1,0,0,0,1,6,1,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,4,0,16,15,15,-76
1,0,0,0,1,6,1,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,4,0,0,0,4,0,17,16,35,-110
1,0,0,0,1,5,1,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,3,0,0,0,4,0,18,16,45,-90
